listing_id,date
128496,2011/9/19
128496,2011/10/20
128496,2011/10/23
128496,2011/11/7
128496,2011/11/15
128496,2011/11/23
128496,2011/12/1
128496,2011/12/8
128496,2011/12/18
128496,2011/12/30
128496,2012/1/6
128496,2012/1/11
128496,2012/1/23
128496,2012/2/12
128496,2012/2/17
128496,2012/2/26
128496,2012/3/1
128496,2012/3/3
128496,2012/3/7
128496,2012/3/13
128496,2012/3/15
128496,2012/3/18
128496,2012/3/20
128496,2012/3/26
128496,2012/4/14
128496,2012/4/22
128496,2012/4/25
128496,2012/5/1
128496,2012/5/5
128496,2012/5/12
128496,2012/5/13
128496,2012/5/18
128496,2012/5/29
128496,2012/6/4
128496,2012/6/8
128496,2012/6/14
128496,2012/6/18
128496,2012/7/23
128496,2012/7/28
128496,2012/8/6
128496,2012/8/11
128496,2012/8/24
128496,2012/9/6
128496,2012/9/11
128496,2012/9/21
128496,2012/9/29
128496,2012/10/10
128496,2012/10/14
128496,2012/10/21
128496,2012/10/25
128496,2012/10/27
128496,2012/10/31
128496,2012/11/5
128496,2012/11/29
128496,2012/12/8
128496,2012/12/23
128496,2012/12/28
128496,2012/12/29
128496,2013/1/6
128496,2013/1/9
128496,2013/2/7
128496,2013/2/17
128496,2013/3/6
128496,2013/3/9
128496,2013/3/14
128496,2013/3/27
128496,2013/4/2
128496,2013/5/19
128496,2013/5/20
128496,2013/5/28
128496,2013/6/1
128496,2013/6/8
128496,2013/6/15
128496,2013/6/20
128496,2013/6/22
128496,2013/6/28
128496,2013/7/18
128496,2013/7/25
128496,2013/7/30
128496,2013/8/6
128496,2013/8/15
128496,2013/8/19
128496,2013/8/24
128496,2013/9/2
128496,2013/9/7
128496,2013/9/13
128496,2013/9/18
128496,2013/10/1
128496,2013/10/5
128496,2013/10/11
128496,2013/10/15
128496,2013/10/18
128496,2013/10/27
128496,2013/10/31
128496,2013/11/2
128496,2013/11/10
128496,2013/11/22
128496,2013/12/2
128496,2013/12/10
128496,2013/12/15
128496,2013/12/22
128496,2013/12/28
128496,2014/1/3
128496,2014/1/13
128496,2014/2/3
128496,2014/2/18
128496,2014/2/22
128496,2014/3/2
128496,2014/3/11
128496,2014/3/13
128496,2014/3/19
128496,2014/3/23
128496,2014/3/25
128496,2014/3/28
128496,2014/4/4
128496,2014/4/5
128496,2014/4/14
128496,2014/4/29
128496,2014/5/5
128496,2014/5/14
128496,2014/5/27
128496,2014/6/2
128496,2014/6/8
128496,2014/6/9
128496,2014/6/10
128496,2014/6/14
128496,2014/6/15
128496,2014/6/26
128496,2014/6/30
128496,2014/7/4
128496,2014/7/13
128496,2014/7/14
128496,2014/7/22
128496,2014/8/4
128496,2014/8/18
128496,2014/8/20
128496,2014/8/24
128496,2014/8/31
128496,2014/9/6
128496,2014/9/8
128496,2014/9/12
128496,2014/9/20
128496,2014/9/30
128496,2014/10/4
128496,2014/10/11
128496,2014/10/25
128496,2014/10/30
128496,2014/11/3
128496,2014/11/8
128496,2014/11/10
128496,2014/11/15
128496,2014/11/20
128496,2014/11/30
128496,2014/12/7
128496,2014/12/9
128496,2014/12/16
128496,2014/12/21
128496,2014/12/26
128496,2014/12/30
128496,2015/3/12
128496,2015/3/19
128496,2015/3/23
128496,2015/3/30
128496,2015/4/3
128496,2015/4/16
128496,2015/4/18
128496,2015/4/30
128496,2015/5/3
128496,2015/5/7
128496,2015/5/14
128496,2015/5/19
128496,2015/5/22
128496,2015/5/25
128496,2015/5/30
128496,2015/6/8
128496,2015/6/17
128496,2015/6/21
128496,2015/6/27
128496,2015/7/6
128496,2015/7/11
128496,2015/7/14
128496,2015/7/19
128496,2015/7/27
128496,2015/7/30
128496,2015/8/3
128496,2015/8/28
128496,2015/9/1
128496,2015/9/5
128496,2015/9/10
128496,2015/9/13
128496,2015/9/19
128496,2015/9/27
128496,2015/10/1
128496,2015/10/9
128496,2015/10/16
128496,2015/10/19
128496,2015/10/24
128496,2015/11/3
128496,2015/11/12
128496,2015/12/6
128496,2015/12/11
128496,2015/12/21
128496,2015/12/23
128496,2015/12/30
128496,2016/1/6
128496,2016/1/12
128496,2016/3/24
128496,2016/3/27
128496,2016/4/20
128496,2016/4/27
128496,2016/5/21
128496,2016/5/29
128496,2016/6/7
128496,2016/6/14
128496,2016/6/16
128496,2016/6/25
128496,2016/6/30
128496,2016/7/17
128496,2016/7/22
128496,2016/7/26
128496,2016/8/2
128496,2016/8/4
128496,2016/8/19
128496,2016/8/28
128496,2016/9/9
128496,2016/9/15
128496,2016/9/19
128496,2016/9/25
128496,2016/10/3
128496,2016/10/4
128496,2016/10/23
128496,2016/11/1
128496,2016/11/8
128496,2017/1/3
128496,2017/4/2
128496,2017/6/28
128496,2017/7/4
128496,2017/7/18
128496,2017/7/24
128496,2018/3/24
128496,2018/4/24
128496,2018/5/9
128496,2018/5/14
128496,2018/6/1
128496,2018/7/18
128496,2018/7/29
128496,2018/8/17
128496,2018/8/30
128496,2018/9/10
128496,2018/10/3
128496,2018/10/22
128496,2019/2/5
128496,2019/4/20
128496,2019/4/23
128496,2019/4/27
128496,2019/5/2
161902,2011/8/31
161902,2011/10/6
161902,2011/11/1
161902,2011/11/21
161902,2012/3/10
161902,2012/3/30
161902,2012/6/1
161902,2012/6/23
161902,2012/8/1
161902,2012/8/22
161902,2012/10/10
161902,2012/11/13
161902,2012/11/19
161902,2013/3/22
161902,2013/3/28
161902,2013/4/18
161902,2013/5/5
161902,2013/6/10
161902,2013/8/1
161902,2013/8/22
161902,2013/10/1
161902,2013/11/5
161902,2014/1/30
161902,2015/6/16
161902,2015/7/16
161902,2016/12/3
162144,2011/10/12
162144,2012/3/20
162144,2012/6/17
162144,2012/6/22
162144,2012/6/28
162144,2012/7/11
162144,2012/7/20
162144,2012/8/11
162144,2012/11/18
162144,2013/3/6
162144,2013/8/29
162144,2013/11/8
162144,2013/11/16
162144,2014/1/3
162144,2014/1/13
162144,2014/2/9
162144,2014/7/25
162144,2014/7/30
162144,2014/8/12
162144,2014/9/9
162144,2014/10/7
162144,2014/11/13
162144,2014/12/9
162144,2014/12/22
162144,2015/7/8
162144,2015/7/21
162144,2015/7/26
162144,2016/2/29
162144,2016/5/1
162144,2016/7/2
162144,2016/7/17
162144,2016/12/12
162144,2016/12/31
162144,2017/8/20
162144,2018/2/22
162144,2018/7/24
162144,2018/8/1
279078,2012/2/11
279078,2012/4/14
279078,2012/5/10
279078,2012/5/14
279078,2012/7/12
279078,2012/10/16
279078,2013/6/23
279078,2013/10/19
279078,2013/11/28
279078,2014/1/4
279078,2014/7/11
279078,2014/8/24
279078,2014/9/5
279078,2014/9/12
279078,2014/10/14
279078,2014/10/28
279078,2014/12/1
279078,2015/3/6
279078,2015/11/11
279078,2017/8/19
279078,2018/7/21
279078,2018/8/26
279078,2018/8/30
279078,2018/9/5
279078,2018/9/8
279078,2018/9/23
279078,2018/10/2
279078,2018/10/6
279078,2018/11/2
282825,2012/4/23
282825,2012/5/3
282825,2012/5/22
282825,2012/6/15
282825,2012/7/3
282825,2012/11/22
282825,2012/12/23
282825,2012/12/28
282825,2013/1/15
282825,2013/3/7
282825,2013/3/28
282825,2013/4/9
282825,2013/4/18
282825,2013/4/25
282825,2013/5/18
282825,2013/5/30
282825,2013/6/24
282825,2013/7/23
282825,2013/9/4
282825,2013/9/16
282825,2013/9/24
282825,2013/9/29
282825,2013/10/6
282825,2013/10/29
282825,2013/11/9
282825,2013/12/15
282825,2013/12/20
282825,2014/2/6
282825,2014/2/15
282825,2014/3/4
282825,2014/3/14
282825,2014/3/26
282825,2014/3/31
282825,2014/4/14
282825,2014/4/20
282825,2014/4/25
282825,2014/5/3
282825,2014/5/8
282825,2014/5/19
282825,2014/7/11
282825,2014/7/28
282825,2014/8/15
282825,2014/8/22
282825,2014/8/25
282825,2014/10/17
282825,2014/11/14
282825,2014/12/2
282825,2014/12/18
282825,2014/12/28
282825,2015/4/4
282825,2015/4/14
282825,2015/4/29
282825,2015/5/4
282825,2015/5/12
282825,2015/5/31
282825,2015/6/14
282825,2015/6/25
282825,2015/7/25
282825,2015/8/9
282825,2015/8/26
282825,2015/9/13
282825,2015/9/24
282825,2015/10/3
282825,2015/10/22
282825,2015/12/18
282825,2015/12/27
282825,2016/2/18
282825,2016/3/1
282825,2016/3/11
282825,2016/4/9
282825,2016/4/29
282825,2016/5/3
282825,2016/5/17
282825,2016/5/28
282825,2016/6/1
282825,2016/6/5
282825,2016/7/2
282825,2016/7/23
282825,2016/8/27
282825,2016/12/19
282825,2017/1/30
282825,2017/3/11
282825,2017/4/7
282825,2017/4/14
282825,2017/5/1
282825,2017/7/26
282825,2017/7/30
282825,2017/8/12
282825,2017/8/19
282825,2017/10/5
282825,2017/11/4
282825,2018/3/3
282825,2018/7/11
282825,2018/7/23
282825,2018/7/28
282825,2018/8/5
282825,2018/8/11
282825,2018/8/24
282825,2018/9/10
282825,2018/9/25
282825,2018/10/8
282825,2018/10/15
282825,2018/11/2
282825,2018/12/30
282825,2019/2/10
282825,2019/3/17
282825,2019/4/1
282825,2019/4/27
282825,2019/5/1
282825,2019/5/6
287026,2011/12/23
287026,2012/6/3
287026,2012/9/14
287511,2012/3/1
287511,2012/4/16
287511,2012/6/10
287511,2012/7/19
287511,2012/12/9
287511,2012/12/26
287511,2013/1/8
287511,2013/2/26
287511,2013/3/27
287511,2013/8/2
287511,2013/9/26
287511,2013/11/16
287511,2013/12/7
287511,2014/1/28
287511,2014/3/25
287511,2014/3/30
287511,2014/4/13
287511,2014/4/16
287511,2014/5/2
287511,2014/6/9
287511,2014/10/12
287511,2014/10/24
287511,2014/11/11
287511,2014/11/14
287511,2014/11/23
287511,2015/1/11
287511,2015/4/6
287511,2015/5/7
287511,2015/5/15
287511,2015/5/28
287511,2015/6/19
287511,2015/6/30
287511,2015/7/10
287511,2015/8/25
287511,2015/9/7
287511,2015/11/1
287511,2017/11/5
317195,2013/9/4
317195,2014/8/25
317195,2014/9/6
322292,2012/5/13
322292,2012/8/3
322292,2012/8/6
322292,2013/6/11
322292,2013/10/2
322292,2014/4/14
322292,2014/9/21
322292,2014/10/25
322292,2014/11/16
322292,2015/5/7
322292,2015/5/31
398784,2014/4/13
398784,2014/5/21
398784,2014/5/31
398784,2015/5/5
445306,2012/5/29
445306,2012/6/10
445306,2012/8/24
445306,2012/10/20
445306,2012/10/29
445306,2012/11/11
445306,2012/11/16
445306,2013/1/11
445306,2013/1/18
445306,2013/2/16
445306,2013/3/16
445306,2013/3/24
445306,2013/3/26
445306,2013/4/2
445306,2013/4/7
445306,2013/4/13
445306,2013/4/21
445306,2013/4/28
445306,2013/5/21
445306,2013/5/24
445306,2013/5/30
445306,2013/6/11
445306,2013/6/16
445306,2013/7/9
445306,2013/7/28
445306,2013/8/2
445306,2013/8/8
445306,2013/9/14
445306,2013/10/29
445306,2013/12/19
445306,2014/1/2
445306,2014/1/29
445306,2014/2/12
445306,2014/4/3
445306,2014/4/21
445306,2014/4/23
445306,2014/4/29
445306,2014/5/8
445306,2014/6/3
445306,2014/6/6
445306,2014/6/22
445306,2014/7/19
445306,2014/8/29
445306,2014/9/10
445306,2014/9/15
445306,2014/9/19
445306,2014/9/23
445306,2014/10/6
445306,2014/10/24
445306,2014/11/1
445306,2014/11/13
445306,2014/11/28
445306,2014/11/30
445306,2014/12/25
445306,2014/12/30
445306,2015/2/9
445306,2015/3/31
445306,2015/4/6
445306,2015/4/10
445306,2015/4/14
445306,2015/4/30
445306,2015/5/9
445306,2015/5/12
445306,2015/5/19
445306,2015/5/23
445306,2015/6/29
445306,2015/8/3
445306,2015/8/11
445306,2015/8/16
445306,2015/8/31
445306,2015/9/11
445306,2015/9/21
445306,2015/9/24
445306,2015/11/13
445306,2015/11/16
445306,2015/11/28
445306,2015/12/6
445306,2015/12/20
445306,2015/12/25
445306,2015/12/26
445306,2016/3/5
445306,2016/3/27
445306,2016/3/31
445306,2016/5/11
445306,2016/5/21
445306,2016/5/25
445306,2016/6/14
445306,2016/6/16
445306,2016/8/5
445306,2016/8/18
445306,2016/11/3
445306,2016/12/28
445306,2017/1/21
445306,2017/1/28
445306,2017/2/1
445306,2017/2/3
445306,2017/3/6
445306,2017/3/15
445306,2017/3/30
445306,2017/4/15
445306,2017/4/26
445306,2017/4/29
445306,2017/5/1
445306,2017/5/10
445306,2017/5/19
445306,2017/5/29
445306,2017/6/1
445306,2017/6/11
445306,2017/6/18
445306,2017/7/10
445306,2017/7/23
445306,2017/7/31
445306,2017/8/7
445306,2017/8/16
445306,2017/8/22
445306,2017/8/29
445306,2017/9/3
445306,2017/9/9
445306,2017/9/21
445306,2017/9/25
445306,2017/10/8
445306,2017/11/4
445306,2017/11/8
445306,2017/12/8
445306,2017/12/19
445306,2018/1/5
445306,2018/2/19
445306,2018/2/24
445306,2018/2/27
445306,2018/3/11
445306,2018/3/12
445306,2018/4/16
445306,2018/5/12
445306,2018/5/18
445306,2018/5/27
445306,2018/6/18
445306,2018/6/30
445306,2018/7/27
445306,2018/9/1
445306,2018/9/5
445306,2018/9/23
445306,2018/9/30
445306,2018/11/5
445306,2018/11/8
445306,2018/12/10
445306,2018/12/19
445306,2019/1/14
445306,2019/1/24
445306,2019/1/29
445306,2019/2/10
445306,2019/2/13
445306,2019/2/20
445306,2019/2/26
445306,2019/3/24
445306,2019/3/28
445306,2019/4/18
445306,2019/4/23
445306,2019/5/9
456641,2012/6/14
456641,2012/7/8
456641,2012/7/16
456641,2012/8/14
456641,2012/8/18
456641,2012/9/3
456641,2012/11/21
456641,2015/5/25
458561,2012/8/13
458561,2012/9/25
458561,2013/3/31
458561,2013/5/26
458561,2013/11/12
491280,2013/10/13
491280,2014/6/29
491280,2016/11/25
491280,2016/12/10
498126,2012/6/2
498126,2012/6/10
498126,2012/7/2
498126,2012/7/19
498126,2012/7/31
498126,2012/11/19
498126,2013/3/27
498126,2013/4/8
498126,2013/6/2
498126,2013/12/20
498126,2014/2/15
498126,2014/9/2
498126,2014/10/13
498126,2014/10/19
498126,2015/8/1
537674,2013/4/25
537674,2013/10/1
537674,2013/10/15
537674,2014/3/8
537674,2015/9/29
537674,2016/2/12
537674,2016/5/22
537674,2016/9/12
537674,2018/2/17
537674,2018/2/20
537674,2019/2/12
554123,2012/8/5
554123,2012/8/26
554123,2012/10/29
554123,2013/3/26
554123,2014/9/15
554123,2014/10/29
554123,2014/12/16
554123,2015/8/18
627240,2012/9/7
685820,2015/9/21
685820,2016/2/29
685820,2016/5/5
685820,2016/6/13
685820,2016/8/1
685820,2016/10/8
685820,2017/1/1
732687,2013/1/19
732687,2013/4/6
732687,2013/7/18
732687,2013/8/5
732687,2013/9/7
732687,2013/9/29
732687,2013/10/13
732687,2013/10/26
732687,2015/10/20
732687,2016/7/22
732687,2016/8/3
732687,2016/8/26
732687,2016/10/15
732687,2016/10/30
732687,2016/12/1
732687,2016/12/30
732687,2017/6/30
732687,2017/8/13
732687,2017/9/8
732687,2017/10/8
732687,2017/11/1
732687,2018/1/7
732687,2018/9/30
732687,2019/3/4
762579,2012/12/31
762579,2013/3/28
762579,2013/4/7
762579,2013/4/14
762579,2013/4/24
762579,2013/5/2
762579,2013/5/8
762579,2013/5/29
762579,2013/6/4
762579,2013/8/9
762579,2013/8/15
762579,2013/9/25
762579,2013/10/21
762579,2013/11/7
762579,2013/12/19
762579,2014/1/8
762579,2014/2/22
762579,2014/3/22
762579,2014/4/29
762579,2014/5/4
762579,2014/5/11
762579,2014/6/13
762579,2014/7/23
762579,2014/8/2
762579,2014/8/7
762579,2014/8/19
762579,2014/9/17
762579,2014/9/27
762579,2014/10/18
762579,2014/10/24
762579,2014/11/18
762579,2014/12/29
762579,2015/2/24
762579,2015/4/30
762579,2015/5/28
762579,2015/6/26
762579,2015/9/13
762579,2015/10/6
762579,2015/10/14
762579,2015/10/17
762579,2015/10/24
762579,2016/1/26
762579,2016/2/13
762579,2016/4/2
762579,2016/4/10
762579,2016/4/18
762579,2016/5/3
762579,2016/5/23
762579,2016/6/11
762579,2016/8/29
762579,2017/1/4
762579,2017/6/1
762579,2017/6/10
762579,2017/7/4
762579,2017/7/15
762579,2017/7/30
762579,2017/8/5
762579,2017/8/19
762579,2017/8/25
762579,2018/2/20
762579,2018/6/9
762579,2018/6/18
762579,2018/6/30
762579,2018/7/13
762579,2018/7/21
762579,2018/8/9
762579,2018/10/6
762579,2019/1/1
762579,2019/2/10
762579,2019/5/5
824570,2015/3/17
824570,2015/9/23
829407,2013/2/10
829407,2013/3/15
829407,2013/3/30
829407,2013/4/11
829407,2013/5/1
829407,2013/5/17
829407,2013/6/7
829407,2013/6/19
829407,2013/6/27
829407,2013/7/2
829407,2013/8/4
829407,2013/8/8
829407,2013/8/23
829407,2013/8/29
829407,2013/9/5
829407,2013/9/21
829407,2013/10/7
829407,2013/10/25
829407,2013/10/31
829407,2013/11/14
829407,2013/11/21
829407,2013/11/29
829407,2013/12/15
829407,2014/1/12
829407,2014/1/18
829407,2014/2/4
829407,2014/2/10
829407,2014/2/25
829407,2014/3/21
829407,2014/3/26
829407,2014/4/8
829407,2014/4/15
829407,2014/4/19
829407,2014/4/28
829407,2014/5/15
829407,2014/5/31
829407,2014/6/12
829407,2014/6/16
829407,2014/6/21
829407,2014/7/5
829407,2014/7/10
829407,2014/7/20
829407,2014/7/29
829407,2014/8/4
829407,2014/8/21
829407,2014/9/12
829407,2014/9/19
829407,2014/9/26
829407,2014/10/2
829407,2014/10/16
829407,2014/10/20
829407,2014/11/6
829407,2014/11/11
829407,2014/11/19
829407,2014/12/14
829407,2015/3/4
829407,2015/3/26
829407,2015/4/5
829407,2015/4/14
829407,2015/4/29
829407,2015/5/5
829407,2015/5/16
829407,2015/6/1
829407,2015/6/7
829407,2015/7/1
829407,2015/7/5
829407,2015/7/19
829407,2015/7/25
829407,2015/8/2
829407,2015/8/13
829407,2015/8/24
829407,2015/8/30
829407,2015/9/13
829407,2015/9/21
829407,2015/9/28
829407,2015/10/3
829407,2015/10/9
829407,2015/11/9
829407,2015/12/1
829407,2015/12/5
829407,2016/1/10
829407,2016/1/26
829407,2016/2/13
829407,2016/3/24
829407,2016/3/31
829407,2016/5/15
829407,2016/5/31
829407,2016/6/25
829407,2016/7/12
829407,2016/7/17
829407,2016/7/30
829407,2016/8/22
829407,2016/8/28
829407,2016/9/2
829407,2016/9/18
829407,2016/10/9
829407,2016/11/2
829407,2016/12/24
829407,2016/12/31
829407,2017/1/19
829407,2017/1/31
829407,2017/2/28
829407,2017/3/28
829407,2017/5/3
829407,2017/8/8
829407,2017/8/27
829407,2017/10/6
829407,2018/1/15
829407,2018/4/18
829407,2018/7/23
829407,2018/8/11
829407,2018/8/13
829407,2018/9/2
829407,2018/10/24
829407,2018/12/3
829407,2019/1/4
829407,2019/4/7
829407,2019/4/25
829407,2019/4/30
829407,2019/5/4
851984,2013/1/21
851984,2013/2/8
851984,2013/3/14
851984,2013/3/26
851984,2013/4/10
851984,2013/4/22
851984,2013/5/20
851984,2013/6/11
851984,2013/6/26
851984,2013/7/9
851984,2013/7/14
851984,2013/7/27
851984,2013/7/31
851984,2013/8/27
851984,2013/9/2
851984,2013/9/5
851984,2013/9/19
851984,2013/9/26
851984,2013/10/3
851984,2013/10/19
851984,2013/10/24
851984,2013/11/3
851984,2013/11/8
851984,2013/11/22
851984,2013/12/12
851984,2013/12/20
851984,2014/1/7
851984,2014/1/15
851984,2014/1/28
851984,2014/2/8
851984,2014/2/14
851984,2014/4/18
851984,2014/4/28
851984,2014/5/3
851984,2014/5/23
851984,2014/6/6
851984,2014/6/24
851984,2014/7/7
851984,2014/7/20
851984,2014/8/2
851984,2014/8/16
851984,2014/8/23
851984,2014/9/1
851984,2014/9/27
851984,2014/10/9
851984,2014/10/16
851984,2014/11/27
851984,2014/12/13
851984,2014/12/20
851984,2014/12/27
851984,2015/2/4
851984,2015/3/10
851984,2015/4/1
851984,2015/4/8
851984,2015/4/12
851984,2015/4/17
851984,2015/5/21
851984,2015/5/29
851984,2015/6/7
851984,2015/6/20
851984,2015/8/1
851984,2015/8/20
851984,2015/8/29
851984,2015/9/4
851984,2015/9/13
851984,2015/9/30
851984,2015/10/4
851984,2015/10/20
851984,2015/10/26
851984,2015/12/1
851984,2015/12/11
851984,2015/12/21
851984,2016/1/5
851984,2016/2/1
851984,2016/3/19
851984,2016/4/29
851984,2016/6/5
851984,2016/6/23
851984,2016/6/27
851984,2016/7/1
851984,2016/7/9
851984,2016/7/14
851984,2016/7/16
851984,2016/7/20
851984,2016/8/8
851984,2016/8/18
851984,2016/8/25
851984,2016/9/3
851984,2016/9/12
851984,2016/9/26
851984,2016/10/10
851984,2016/10/28
851984,2016/11/26
851984,2016/12/5
851984,2017/4/17
851984,2017/4/30
851984,2017/5/8
851984,2017/6/2
851984,2017/8/15
851984,2017/8/25
851984,2017/9/3
851984,2017/10/5
851984,2017/12/21
851984,2018/1/20
851984,2018/4/3
851984,2018/6/24
851984,2018/8/6
851984,2018/9/11
851984,2018/12/19
851984,2019/2/19
851984,2019/5/5
855090,2013/2/2
855090,2013/2/7
855090,2013/3/9
855090,2013/3/21
855090,2013/3/29
855090,2013/4/14
855090,2013/4/22
855090,2013/5/8
855090,2013/5/18
855090,2013/5/23
855090,2013/6/2
855090,2013/6/9
855090,2013/6/18
855090,2013/6/22
855090,2013/7/14
855090,2013/7/24
855090,2013/7/29
855090,2013/8/6
855090,2013/8/13
855090,2013/8/30
855090,2013/9/4
855090,2013/9/13
855090,2013/9/18
855090,2013/9/25
855090,2013/9/29
855090,2013/10/6
855090,2013/10/10
855090,2013/10/22
855090,2013/10/26
855090,2013/11/6
855090,2013/11/10
855090,2013/11/17
855090,2013/11/25
855090,2013/12/11
855090,2013/12/15
855090,2013/12/21
855090,2013/12/28
855090,2014/1/17
855090,2014/1/31
855090,2014/2/9
855090,2014/2/25
855090,2014/3/12
855090,2014/3/19
855090,2014/3/24
855090,2014/4/1
855090,2014/4/10
855090,2014/4/18
855090,2014/4/23
855090,2014/4/28
855090,2014/5/13
855090,2014/5/21
855090,2014/5/26
855090,2014/5/31
855090,2014/6/5
855090,2014/6/11
855090,2014/6/20
855090,2014/6/27
855090,2014/7/7
855090,2014/7/19
855090,2014/7/26
855090,2014/8/3
855090,2014/8/7
855090,2014/8/17
855090,2014/8/25
855090,2014/10/16
855090,2014/11/8
855090,2014/11/12
855090,2014/11/21
855090,2014/12/10
855090,2014/12/17
855090,2014/12/21
855090,2015/1/11
855090,2015/1/22
855090,2015/2/6
855090,2015/2/11
855090,2015/2/21
855090,2015/2/28
855090,2015/3/23
855090,2015/4/2
855090,2015/4/14
855090,2015/4/24
855090,2015/4/29
855090,2015/5/9
855090,2015/5/19
855090,2015/5/27
855090,2015/6/21
855090,2015/6/30
855090,2015/7/7
855090,2015/7/13
855090,2015/7/21
855090,2015/8/3
855090,2015/8/10
855090,2015/8/15
855090,2015/8/21
855090,2015/9/2
855090,2015/10/2
855090,2015/10/8
855090,2015/10/13
855090,2015/10/18
855090,2015/10/24
855090,2015/10/28
855090,2015/11/8
855090,2015/11/21
855090,2015/11/28
855090,2015/12/5
855090,2015/12/12
855090,2015/12/21
855090,2015/12/28
855090,2016/1/7
855090,2016/1/14
855090,2016/1/31
855090,2016/2/11
855090,2016/2/29
855090,2016/3/11
855090,2016/3/22
855090,2016/4/8
855090,2016/4/13
855090,2016/5/11
855090,2016/5/19
855090,2016/6/6
855090,2016/6/20
855090,2016/6/27
855090,2016/7/25
855090,2016/8/5
855090,2016/8/23
855090,2016/8/30
855090,2016/9/18
855090,2016/9/25
855090,2016/10/3
855090,2016/10/10
855090,2016/10/25
855090,2016/11/1
855090,2016/11/9
855090,2016/11/27
855090,2016/12/5
855090,2017/1/6
855090,2017/1/12
855090,2017/2/10
855090,2017/2/24
855090,2017/3/13
855090,2017/3/17
855090,2017/3/24
855090,2017/4/14
855090,2017/5/31
855090,2017/6/4
855090,2017/6/26
855090,2017/6/30
855090,2017/7/27
855090,2017/8/13
855090,2017/8/19
855090,2017/8/25
855090,2017/8/30
855090,2017/9/7
855090,2017/9/11
855090,2017/9/29
855090,2017/10/7
855090,2017/10/26
855090,2017/11/24
855090,2018/4/3
855090,2018/4/7
855090,2018/4/29
855090,2018/5/7
855090,2018/5/11
855090,2018/5/26
855090,2018/5/29
855090,2018/6/12
855090,2018/6/25
855090,2018/7/17
855090,2018/7/26
855090,2018/8/5
855090,2018/8/10
855090,2018/8/18
855090,2018/8/23
855090,2018/9/6
855090,2018/9/12
855090,2018/9/18
855090,2018/10/29
855090,2018/11/5
855090,2018/11/14
855090,2018/11/26
855090,2018/12/3
855090,2019/1/6
855090,2019/1/26
855090,2019/3/16
855090,2019/4/7
855090,2019/4/10
855090,2019/4/23
855090,2019/5/5
855090,2019/5/19
873692,2017/4/3
873692,2017/8/27
873692,2017/10/2
873692,2017/11/5
906434,2013/7/27
906434,2013/11/10
906434,2013/12/22
906434,2014/5/9
906434,2014/6/15
906434,2014/6/24
906434,2014/7/23
906434,2014/8/11
906434,2015/8/8
906434,2015/8/31
906434,2016/5/29
906434,2016/8/13
975146,2013/5/19
975146,2013/6/5
975146,2013/6/26
975146,2013/7/11
975146,2013/7/23
975146,2013/9/25
975146,2013/10/23
975146,2013/10/26
975146,2013/12/8
975146,2013/12/26
975146,2014/1/19
975146,2014/2/13
975146,2014/3/2
975146,2014/3/3
975146,2014/3/13
975146,2014/3/18
975146,2014/3/27
975146,2014/4/27
975146,2014/5/1
975146,2014/5/5
975146,2014/5/14
975146,2014/5/18
975146,2014/5/22
975146,2014/5/31
975146,2014/6/16
975146,2014/7/6
975146,2014/7/22
975146,2014/8/4
975146,2014/8/18
975146,2014/8/28
975146,2014/9/11
975146,2014/9/16
975146,2014/10/20
975146,2014/10/26
